ID,Attrition,AgeCat,Age,Educ_Field,Education,EducationField,BusinessTravel,JobLevel,JobRole,Department,StockOptionLevel,OverTime,PerformanceRating,MonthlyIncome,PercentSalaryHike,MonthlyRate,DailyRate,HourlyRate,DistanceFromHome,EESatisfaction,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,TrainingTimesLastYear,Gender,MaritalStatus,OtherCoExp,NumCompaniesWorked,PriorExpYrs,TotalWorkingYears,ServiceCat,YearsAtCompany,PromoLast3,YearsSinceLastPromotion,YearsInCurrentRole,YearsWithCurrManager,Over18,StandardHours,EmployeeCount,EmployeeNumber,Rand
648,No,25-30,26,4_Medical,4,Medical,Rarely,1,Laboratory Technician,Research & Development,3,0,3,2305,15,6217,390,62,17,3,4,1,3,3,4,3,Male,Married,0,1,0,3,3-5,3,0,0,2,2,Y,80,1,1718,0.254218384
649,No,35-40,35,4_Marketing,4,Marketing,Rarely,2,Sales Executive,Sales,0,0,3,4312,14,23016,776,32,1,2.2,3,2,1,2,3,2,Male,Single,1,0,1,16,10+,15,1,2,13,8,Y,80,1,100,0.082408282
650,Yes,40-45,40,3_Life Sciences,3,Life Sciences,Rarely,1,Laboratory Technician,Research & Development,0,1,3,2166,14,3339,1329,73,7,1.6,1,3,1,2,1,3,Male,Single,1,3,6,10,3-5,4,0,0,2,3,Y,80,1,1649,0.086456756
651,No,35-40,35,3_Medical,3,Medical,Rarely,1,Laboratory Technician,Research & Development,0,0,3,2450,19,21731,992,68,1,2.4,4,2,1,2,3,3,Male,Single,0,1,0,3,3-5,3,1,1,0,2,Y,80,1,1564,0.086791776
652,No,50+,60,4_Marketing,4,Marketing,Rarely,2,Sales Executive,Sales,1,1,3,5220,18,10893,696,52,7,3,2,4,4,2,3,3,Male,Divorced,1,0,1,12,10+,11,1,1,7,9,Y,80,1,1233,0.088355972
653,No,40-45,40,4_Medical,4,Medical,Frequently,3,Research Director,Research & Development,0,0,3,13499,17,13782,593,88,9,2.6,2,3,3,3,2,3,Female,Single,1,9,2,20,10+,18,1,2,7,13,Y,80,1,1166,0.089285447
654,No,45-50,48,1_Medical,1,Medical,Rarely,3,Manager,Sales,1,0,4,12504,21,23978,530,91,29,2,1,3,3,2,1,3,Female,Married,1,3,15,15,0-1,0,0,0,0,0,Y,80,1,473,0.561924851
655,Yes,<25,22,1_Technical Degree,1,Technical Degree,Frequently,1,Laboratory Technician,Research & Development,0,0,3,3894,16,9129,1368,99,4,2.8,3,2,3,3,3,3,Male,Single,1,5,2,4,1-3,2,1,1,2,2,Y,80,1,593,0.090051432
656,No,25-30,26,2_Medical,2,Medical,Frequently,2,Healthcare Representative,Research & Development,1,1,3,4741,13,22722,496,60,11,2.2,1,3,1,3,3,3,Male,Married,0,1,0,5,5-8,5,1,3,3,3,Y,80,1,390,0.092533294
657,No,50+,51,4_Life Sciences,4,Life Sciences,Rarely,3,Research Director,Research & Development,2,0,3,12490,16,15736,1469,81,8,2.2,2,2,2,4,1,5,Male,Married,1,5,6,16,10+,10,0,4,9,7,Y,80,1,296,0.334114885
658,No,50+,54,4_Medical,4,Medical,Frequently,4,Manager,Research & Development,1,0,4,16032,20,24456,1050,87,11,2.6,2,3,4,1,3,2,Female,Divorced,1,3,12,26,10+,14,1,1,9,12,Y,80,1,1520,0.095794858
659,No,40-45,41,3_Medical,3,Medical,Rarely,2,Manufacturing Director,Research & Development,0,1,3,6032,15,10110,483,95,6,3,4,2,2,4,3,3,Male,Single,1,6,3,8,5-8,5,1,1,4,2,Y,80,1,466,0.493408229
660,No,35-40,36,3_Life Sciences,3,Life Sciences,Frequently,2,Manufacturing Director,Research & Development,0,0,3,6499,13,22656,1195,95,11,2.4,2,2,2,3,3,3,Male,Single,0,1,0,6,5-8,6,0,0,5,3,Y,80,1,85,0.097305518
661,No,30-35,32,4_Life Sciences,4,Life Sciences,Frequently,2,Laboratory Technician,Research & Development,2,0,3,5309,15,21146,430,80,24,3,1,3,4,4,3,2,Male,Married,0,1,0,10,10+,10,0,4,8,7,Y,80,1,772,0.397022847
662,No,30-35,34,4_Life Sciences,4,Life Sciences,Rarely,1,Research Scientist,Research & Development,1,0,3,2768,12,8416,1303,62,2,3,4,2,3,3,3,3,Male,Divorced,1,3,7,14,5-8,7,0,5,3,7,Y,80,1,579,0.653785116
663,No,45-50,46,3_Life Sciences,3,Life Sciences,Rarely,3,Sales Executive,Sales,1,1,3,10368,12,5596,1277,74,2,2.8,3,3,4,2,2,5,Male,Divorced,1,4,3,13,10+,10,0,0,6,3,Y,80,1,1732,0.100945464
664,No,35-40,35,3_Other,3,Other,Rarely,1,Laboratory Technician,Research & Development,1,0,4,3917,20,9541,802,45,10,2.4,2,3,4,1,2,4,Male,Divorced,0,1,0,3,3-5,3,1,1,2,2,Y,80,1,1028,0.386166155
665,No,30-35,34,4_Marketing,4,Marketing,0ne,2,Sales Executive,Sales,0,0,4,4568,20,10034,1065,72,23,2.8,2,3,3,3,3,2,Male,Single,1,0,1,10,8-10,9,0,8,5,7,Y,80,1,60,0.355917573
666,No,25-30,29,3_Life Sciences,3,Life Sciences,Frequently,2,Healthcare Representative,Research & Development,0,1,3,6294,12,23060,461,70,1,3.8,4,4,3,4,4,5,Male,Single,1,8,7,10,3-5,3,0,0,2,2,Y,80,1,1753,0.103542239
667,No,25-30,29,1_Medical,1,Medical,Frequently,3,Sales Executive,Sales,1,0,3,7918,14,6599,1413,42,1,3.2,2,3,4,4,3,5,Female,Married,0,1,0,11,10+,11,0,4,10,1,Y,80,1,312,0.105294977
668,Yes,30-35,33,1_Medical,1,Medical,Rarely,1,Laboratory Technician,Research & Development,3,0,3,3408,13,6705,587,38,10,2,1,1,4,1,3,2,Male,Divorced,1,7,4,8,3-5,4,1,1,3,3,Y,80,1,584,0.110775129
669,Yes,30-35,32,2_Life Sciences,2,Life Sciences,Rarely,2,Laboratory Technician,Research & Development,1,0,3,4883,18,22845,1089,79,7,2.8,4,3,3,1,3,3,Male,Married,0,1,0,10,10+,10,1,1,4,1,Y,80,1,1309,0.111651893
670,No,50+,54,3_Life Sciences,3,Life Sciences,Rarely,4,Research Director,Research & Development,0,0,3,17779,14,23474,685,85,3,3,4,3,4,1,3,2,Male,Married,1,3,26,36,10+,10,0,0,9,9,Y,80,1,1250,0.112899175
671,No,35-40,37,4_Medical,4,Medical,Rarely,3,Research Director,Research & Development,0,0,3,13664,13,25258,397,30,7,2.4,1,3,3,1,4,3,Male,Single,1,4,11,16,5-8,5,0,0,2,2,Y,80,1,102,0.59841014
672,No,30-35,33,4_Medical,4,Medical,Rarely,2,Sales Executive,Sales,2,0,3,5505,14,3921,392,93,2,3.4,4,3,4,3,3,5,Male,Divorced,0,1,0,6,5-8,6,0,0,2,4,Y,80,1,1670,0.115355267
673,No,25-30,28,3_Life Sciences,3,Life Sciences,Frequently,2,Sales Executive,Sales,0,0,3,4898,14,11827,467,55,7,2.8,3,3,1,4,3,5,Male,Single,1,0,1,5,3-5,4,1,1,2,3,Y,80,1,1507,0.256165783
674,Yes,35-40,35,4_Life Sciences,4,Life Sciences,Frequently,1,Research Scientist,Research & Development,1,1,3,2022,19,16612,130,96,25,2.4,4,3,2,1,2,3,Female,Divorced,0,1,0,10,10+,10,0,7,2,8,Y,80,1,881,0.224325869
675,No,25-30,27,3_Medical,3,Medical,Rarely,1,Research Scientist,Research & Development,0,0,3,3517,17,22490,486,86,8,2.6,2,4,3,1,3,0,Female,Married,1,7,2,5,3-5,3,0,0,2,2,Y,80,1,1647,0.119483733
676,No,45-50,46,2_Marketing,2,Marketing,Rarely,5,Manager,Sales,1,0,3,18789,14,9946,168,33,4,2.8,4,2,2,3,3,2,Female,Married,1,2,15,26,10+,11,0,0,4,8,Y,80,1,1280,0.386691741
677,No,35-40,36,3_Other,3,Other,Rarely,2,Manufacturing Director,Research & Development,1,0,3,5228,15,23361,676,35,1,2.4,3,3,2,1,3,2,Female,Married,1,0,1,10,8-10,9,0,0,7,5,Y,80,1,823,0.151133914
678,No,40-45,40,3_Technical Degree,3,Technical Degree,Frequently,2,Laboratory Technician,Research & Development,1,0,3,6323,11,26849,692,73,11,3,4,3,3,1,4,2,Female,Married,0,1,0,10,10+,10,0,9,9,4,Y,80,1,1985,0.121353002
679,No,35-40,36,2_Life Sciences,2,Life Sciences,Frequently,2,Manufacturing Director,Research & Development,3,0,3,5131,13,9192,688,97,4,2.8,4,3,2,2,3,3,Female,Divorced,1,7,14,18,3-5,4,0,0,2,2,Y,80,1,2025,0.121908211
680,No,30-35,31,4_Life Sciences,4,Life Sciences,Rarely,1,Sales Representative,Sales,0,0,3,2329,15,11737,154,41,7,2.6,2,2,3,2,4,2,Male,Married,1,3,6,13,5-8,7,0,5,7,2,Y,80,1,941,0.122164462
681,No,25-30,25,1_Marketing,1,Marketing,Rarely,2,Sales Executive,Sales,0,0,3,4256,12,18154,583,87,4,2.2,3,2,1,1,4,1,Male,Married,0,1,0,5,5-8,5,0,0,2,3,Y,80,1,885,0.862310761
682,No,40-45,43,3_Medical,3,Medical,Frequently,1,Laboratory Technician,Research & Development,1,0,4,2258,20,15238,313,61,21,3,4,3,4,1,3,1,Male,Married,1,7,5,8,3-5,3,1,1,2,2,Y,80,1,525,0.122483101
683,No,35-40,36,4_Life Sciences,4,Life Sciences,Rarely,2,Healthcare Representative,Research & Development,2,0,3,5347,14,7419,1351,80,26,2.2,1,3,3,2,2,2,Male,Married,1,6,7,10,3-5,3,0,0,2,2,Y,80,1,1682,0.021138767
684,No,50+,57,2_Life Sciences,2,Life Sciences,Rarely,3,Healthcare Representative,Research & Development,1,1,3,9439,16,23402,334,83,24,2.8,3,4,4,2,1,2,Male,Divorced,1,3,7,12,5-8,5,1,1,3,4,Y,80,1,223,0.124595991
685,No,25-30,28,3_Medical,3,Medical,Rarely,1,Research Scientist,Research & Development,1,0,3,2713,11,6672,440,42,21,2.8,3,3,4,3,1,2,Male,Married,0,1,0,5,5-8,5,0,0,2,2,Y,80,1,221,0.125110565
686,No,30-35,31,1_Life Sciences,1,Life Sciences,Rarely,3,Manufacturing Director,Research & Development,1,0,4,10648,25,14394,1274,33,9,3.2,3,3,2,4,4,6,Male,Divorced,0,1,0,13,10+,13,0,0,8,8,Y,80,1,581,0.126198427
687,Yes,25-30,29,1_Other,1,Other,Frequently,3,Healthcare Representative,Research & Development,0,1,3,7553,12,22930,337,84,14,2.8,3,3,4,1,3,1,Female,Single,1,0,1,9,8-10,8,0,7,7,7,Y,80,1,1421,0.12846697
688,No,30-35,33,4_Medical,4,Medical,Rarely,1,Research Scientist,Research & Development,0,0,4,2622,21,13248,147,47,4,2.8,3,2,2,4,3,3,Female,Married,1,6,4,7,3-5,3,1,1,2,1,Y,80,1,305,0.128571491
689,Yes,<25,19,3_Life Sciences,3,Life Sciences,Rarely,1,Laboratory Technician,Research & Development,0,0,4,1102,22,9241,303,47,2,2.6,2,2,4,3,2,3,Male,Single,0,1,0,1,1-3,1,1,1,0,0,Y,80,1,243,0.129335121
690,No,35-40,38,3_Human Resources,3,Human Resources,0ne,1,Human Resources,Human Resources,3,0,3,2592,13,7129,1336,100,2,2.6,1,3,2,4,3,3,Male,Divorced,1,5,2,13,10+,11,1,3,10,8,Y,80,1,1805,0.100286499
691,No,35-40,38,4_Human Resources,4,Human Resources,Frequently,2,Human Resources,Human Resources,0,0,3,6077,11,14814,888,71,10,3,3,3,3,3,3,2,Male,Married,1,3,4,10,5-8,6,1,1,3,2,Y,80,1,1563,0.136184098
692,Yes,45-50,47,4_Life Sciences,4,Life Sciences,0ne,3,Manager,Research & Development,1,1,3,11849,12,10268,666,88,29,2.4,1,3,2,4,2,2,Male,Married,0,1,0,10,10+,10,0,9,7,9,Y,80,1,376,0.136625897
693,No,40-45,42,4_Other,4,Other,Rarely,2,Healthcare Representative,Research & Development,0,0,4,6781,23,17078,1332,98,2,2.4,1,2,4,2,3,6,Male,Single,1,3,13,14,1-3,1,0,0,0,0,Y,80,1,477,0.137599033
694,Yes,30-35,30,3_Technical Degree,3,Technical Degree,Frequently,1,Research Scientist,Research & Development,0,1,4,2285,23,3427,464,40,4,3.2,3,3,4,3,3,4,Male,Single,1,9,2,3,1-3,1,0,0,0,0,Y,80,1,514,0.137980753
695,No,35-40,37,4_Medical,4,Medical,Frequently,2,Sales Executive,Sales,2,0,3,9525,14,7677,1278,31,1,2.6,3,1,4,3,2,2,Male,Divorced,0,1,0,6,5-8,6,1,1,3,3,Y,80,1,1700,0.138324291
696,No,45-50,47,4_Life Sciences,4,Life Sciences,Rarely,1,Sales Representative,Sales,0,1,3,3294,18,13137,1454,65,2,2.6,4,2,4,1,2,3,Female,Single,0,1,0,3,3-5,3,1,1,2,2,Y,80,1,925,0.004235083
697,No,45-50,48,5_Medical,5,Medical,Frequently,4,Manager,Research & Development,1,0,4,15202,25,5602,365,89,4,2.8,3,2,4,2,3,3,Male,Married,1,2,21,23,1-3,2,1,2,2,2,Y,80,1,1644,0.574824918
698,No,35-40,36,2_Life Sciences,2,Life Sciences,Rarely,2,Laboratory Technician,Research & Development,0,0,3,5914,16,9945,1396,62,5,3.4,4,3,2,4,4,3,Male,Single,1,8,3,16,10+,13,1,3,11,7,Y,80,1,304,0.140013671
699,Yes,<25,18,2_Medical,2,Medical,Frequently,1,Sales Representative,Sales,0,1,3,1569,12,18420,544,70,3,3.2,2,3,4,3,4,2,Female,Single,0,1,0,0,0-1,0,0,0,0,0,Y,80,1,1624,0.14051434
700,No,45-50,46,2_Life Sciences,2,Life Sciences,Rarely,5,Research Director,Research & Development,1,0,3,19081,11,10849,1450,52,15,2.6,4,3,2,1,3,2,Male,Married,1,5,21,25,3-5,4,0,0,2,3,Y,80,1,1217,0.460196639
701,No,25-30,29,1_Medical,1,Medical,Rarely,1,Human Resources,Human Resources,0,0,3,2804,11,15434,352,87,6,3,4,2,2,4,3,3,Male,Married,0,1,0,1,1-3,1,0,0,0,0,Y,80,1,1865,0.318236286
702,No,30-35,34,1_Life Sciences,1,Life Sciences,Rarely,2,Sales Executive,Sales,0,0,4,5714,20,5829,1400,70,9,2.2,2,3,3,1,2,3,Female,Married,0,1,0,6,5-8,6,1,1,5,3,Y,80,1,1163,0.145918373
703,No,35-40,35,2_Marketing,2,Marketing,0ne,3,Sales Executive,Sales,1,1,3,10377,11,13755,1212,78,8,2.6,3,2,4,2,2,6,Female,Married,1,4,3,16,10+,13,0,4,2,12,Y,80,1,1243,0.268534345
704,Yes,25-30,26,2_Medical,2,Medical,Rarely,1,Human Resources,Human Resources,0,1,3,2148,11,6889,920,69,20,3,4,3,2,3,3,3,Female,Married,1,0,1,6,5-8,5,1,1,1,4,Y,80,1,1818,0.936758005
705,No,50+,59,2_Medical,2,Medical,Rarely,1,Human Resources,Human Resources,0,0,3,2267,17,25657,818,52,6,2.8,2,3,3,4,2,2,Male,Married,1,8,5,7,1-3,2,1,2,2,2,Y,80,1,321,0.14691374
706,No,40-45,41,2_Life Sciences,2,Life Sciences,0ne,2,Sales Executive,Sales,0,0,3,6230,14,13430,267,56,10,3.6,4,3,4,4,3,3,Male,Single,1,7,2,16,10+,14,1,1,3,10,Y,80,1,599,0.147079581
707,No,50+,54,4_Medical,4,Medical,Rarely,2,Research Scientist,Research & Development,1,0,3,6854,15,15696,431,68,7,3,4,3,4,2,2,2,Female,Married,1,4,7,14,5-8,7,1,1,1,7,Y,80,1,1830,0.148729921
708,No,30-35,31,2_Medical,2,Medical,Rarely,1,Human Resources,Human Resources,0,0,3,2109,18,24609,1398,96,8,3.4,4,4,2,4,3,3,Female,Single,1,9,5,8,3-5,3,0,0,2,2,Y,80,1,1461,0.148941232
709,No,35-40,38,2_Other,2,Other,Rarely,1,Laboratory Technician,Research & Development,1,0,3,3702,11,16376,1153,40,6,2.8,4,2,3,2,3,3,Female,Married,0,1,0,5,5-8,5,0,0,4,4,Y,80,1,1782,0.590233281
710,No,50+,50,4_Life Sciences,4,Life Sciences,0ne,4,Manager,Research & Development,1,0,3,17924,11,4544,881,98,2,2.4,1,3,1,4,3,3,Male,Divorced,0,1,0,31,10+,31,0,14,6,7,Y,80,1,905,0.151390165
711,No,30-35,30,4_Medical,4,Medical,Rarely,3,Manager,Research & Development,2,1,4,11916,23,25927,634,95,17,2.6,2,3,1,4,3,2,Female,Married,0,1,0,9,8-10,9,0,0,1,8,Y,80,1,1321,0.153691593
712,No,50+,57,3_Marketing,3,Marketing,Rarely,4,Manager,Sales,1,0,3,14118,12,22102,210,56,29,2.4,1,2,4,3,2,3,Male,Divorced,1,3,31,32,1-3,1,0,0,0,0,Y,80,1,568,0.238512496
713,No,45-50,48,2_Technical Degree,2,Technical Degree,Rarely,1,Laboratory Technician,Research & Development,0,0,3,2559,11,16620,969,76,2,3,4,4,2,3,2,4,Male,Single,1,5,6,7,1-3,1,0,0,0,0,Y,80,1,1258,0.157391
714,No,35-40,36,4_Medical,4,Medical,Frequently,3,Sales Executive,Sales,1,0,3,9699,11,7246,541,48,3,2.2,1,2,4,1,3,2,Male,Married,1,4,3,16,10+,13,1,1,9,12,Y,80,1,481,0.157829814
715,No,35-40,36,4_Life Sciences,4,Life Sciences,0ne,3,Sales Executive,Sales,0,0,3,7587,15,14229,1434,76,8,1.8,1,2,1,2,3,1,Male,Single,0,1,0,10,10+,10,0,0,7,9,Y,80,1,789,0.845234475
716,Yes,<25,24,1_Human Resources,1,Human Resources,Rarely,1,Human Resources,Human Resources,1,0,3,1555,11,11585,240,58,22,2.8,4,1,3,3,3,2,Male,Married,0,1,0,1,1-3,1,0,0,0,0,Y,80,1,1714,0.02897393
717,No,30-35,30,3_Marketing,3,Marketing,Rarely,2,Sales Executive,Sales,1,0,3,6578,18,2706,852,72,10,2.4,3,2,3,1,3,3,Male,Married,0,1,0,10,10+,10,1,1,3,4,Y,80,1,1179,0.709943911
718,No,25-30,28,3_Other,3,Other,Rarely,2,Research Scientist,Research & Development,0,0,3,3660,13,7909,857,59,10,3.4,3,3,3,4,4,4,Female,Single,1,3,2,10,8-10,8,1,1,7,7,Y,80,1,1097,0.160186504
719,Yes,35-40,35,4_Other,4,Other,Frequently,2,Sales Executive,Sales,0,1,4,4581,24,10414,880,36,12,3.2,4,3,4,1,4,2,Male,Single,1,3,2,13,10+,11,0,6,9,7,Y,80,1,1667,0.653649419
720,No,25-30,28,3_Medical,3,Medical,Rarely,3,Manufacturing Director,Research & Development,3,0,3,7655,17,8039,950,93,3,2.6,4,3,2,2,2,3,Female,Divorced,1,0,1,10,8-10,9,1,1,7,7,Y,80,1,1121,0.164069209
721,No,35-40,37,3_Other,3,Other,Rarely,3,Manufacturing Director,Research & Development,1,0,3,9434,15,9606,482,36,3,3,3,3,3,3,3,2,Male,Married,0,1,0,10,10+,10,0,7,7,8,Y,80,1,689,0.165131116
722,No,35-40,37,3_Life Sciences,3,Life Sciences,Rarely,2,Manufacturing Director,Research & Development,3,0,3,5768,17,26493,671,85,19,2.4,3,3,3,1,2,2,Male,Married,1,3,5,9,3-5,4,0,0,3,2,Y,80,1,1631,0.16568073
723,No,30-35,34,4_Other,4,Other,Frequently,1,Research Scientist,Research & Development,2,0,3,2996,14,20284,560,91,1,2.8,4,3,1,3,3,2,Male,Divorced,1,5,6,10,3-5,4,1,1,3,3,Y,80,1,1431,0.166744702
724,No,35-40,36,5_Medical,5,Medical,Rarely,3,Manufacturing Director,Research & Development,0,0,3,8858,11,15669,796,51,12,2.8,4,2,4,2,2,2,Female,Single,1,0,1,15,10+,14,0,7,8,8,Y,80,1,1073,0.167608287
725,No,40-45,42,3_Life Sciences,3,Life Sciences,Rarely,1,Laboratory Technician,Research & Development,0,0,3,3968,13,13624,1142,81,8,3.4,4,3,3,4,3,3,Male,Single,1,4,8,8,0-1,0,0,0,0,0,Y,80,1,1860,0.168882257
726,No,25-30,25,3_Life Sciences,3,Life Sciences,Rarely,2,Manufacturing Director,Research & Development,2,0,3,4898,12,7505,685,62,1,2.8,1,3,3,4,3,3,Female,Married,1,0,1,5,3-5,4,1,1,2,2,Y,80,1,350,0.558076498
727,No,35-40,37,2_Medical,2,Medical,Frequently,1,Sales Representative,Sales,1,0,3,2973,15,21222,1231,54,21,3,3,3,4,2,3,3,Female,Married,1,5,5,10,5-8,5,0,0,4,0,Y,80,1,900,0.552690274
728,No,30-35,34,4_Medical,4,Medical,Frequently,1,Research Scientist,Research & Development,1,1,3,3815,17,5972,878,43,10,3.6,4,3,3,4,4,4,Male,Divorced,0,1,0,5,5-8,5,1,2,3,0,Y,80,1,277,0.172377537
729,Yes,25-30,26,3_Technical Degree,3,Technical Degree,Rarely,1,Laboratory Technician,Research & Development,0,1,3,2340,18,23213,471,66,24,2.2,3,1,4,2,1,3,Male,Single,0,1,0,1,1-3,1,0,0,0,0,Y,80,1,622,0.173852143
730,No,<25,22,1_Technical Degree,1,Technical Degree,Rarely,1,Laboratory Technician,Research & Development,1,0,3,2523,14,19299,594,100,2,3.2,3,3,4,3,3,2,Male,Married,1,0,1,3,1-3,2,1,2,1,1,Y,80,1,169,0.459060959
731,No,40-45,43,3_Life Sciences,3,Life Sciences,Rarely,2,Manufacturing Director,Research & Development,1,0,4,4765,21,23814,177,55,8,2.6,1,3,2,3,4,2,Female,Divorced,1,4,3,4,1-3,1,0,0,0,0,Y,80,1,920,0.844670216
732,Yes,35-40,39,2_Medical,2,Medical,Rarely,2,Sales Executive,Sales,0,1,3,5238,18,17778,1162,41,3,2.6,4,3,3,1,2,3,Female,Married,1,4,11,12,1-3,1,0,0,0,0,Y,80,1,445,0.341553431
733,Yes,25-30,27,3_Human Resources,3,Human Resources,Frequently,1,Human Resources,Human Resources,0,0,3,2863,12,19555,1337,58,22,1.8,1,2,2,1,3,2,Female,Married,0,1,0,1,1-3,1,0,0,0,0,Y,80,1,1944,0.700914491
734,Yes,30-35,32,4_Other,4,Other,0ne,2,Sales Executive,Sales,0,0,3,4707,12,23914,1474,60,11,3.6,4,4,3,4,3,2,Male,Married,1,8,2,6,3-5,4,1,1,2,2,Y,80,1,631,0.261245726
735,No,30-35,34,4_Medical,4,Medical,Rarely,1,Research Scientist,Research & Development,0,0,3,2972,13,22061,479,35,7,2.4,1,3,4,3,1,4,Male,Single,0,1,0,1,1-3,1,0,0,0,0,Y,80,1,1577,0.881944727
736,No,25-30,27,2_Medical,2,Medical,Rarely,2,Sales Executive,Sales,0,0,3,6500,14,26997,511,89,2,2.4,1,4,3,2,2,5,Female,Single,1,0,1,9,8-10,8,0,0,7,7,Y,80,1,1898,0.706541163
737,No,35-40,39,1_Marketing,1,Marketing,Rarely,4,Sales Executive,Sales,1,0,3,12031,11,8828,722,60,24,2.2,2,2,4,1,2,2,Female,Married,1,0,1,21,10+,20,0,9,9,6,Y,80,1,2056,0.764185886
738,No,50+,59,3_Life Sciences,3,Life Sciences,Rarely,2,Sales Executive,Sales,0,0,3,5171,17,16490,326,48,3,3.2,3,2,4,4,3,2,Female,Single,1,5,7,13,5-8,6,0,0,1,5,Y,80,1,1254,0.182436908
739,No,35-40,35,3_Medical,3,Medical,Rarely,2,Sales Executive,Sales,0,0,3,4601,16,6179,1219,86,18,2.8,3,3,3,2,3,3,Female,Married,0,1,0,5,5-8,5,1,1,2,0,Y,80,1,975,0.182601356
740,No,35-40,35,2_Other,2,Other,Rarely,2,Laboratory Technician,Research & Development,0,0,3,3681,14,14004,538,54,25,2.8,1,2,4,4,3,3,Male,Single,1,4,6,9,3-5,3,0,0,2,2,Y,80,1,652,0.183799114
741,No,25-30,25,3_Life Sciences,3,Life Sciences,Rarely,2,Sales Executive,Sales,0,0,3,8639,18,24835,959,41,28,2.6,1,2,3,4,3,3,Male,Married,1,2,4,6,1-3,2,1,2,2,2,Y,80,1,183,0.187403505
742,No,30-35,31,3_Life Sciences,3,Life Sciences,Rarely,3,Manager,Sales,1,0,4,11557,21,25291,688,44,7,2.8,3,2,4,3,2,3,Male,Divorced,1,9,5,10,5-8,5,0,0,4,1,Y,80,1,613,0.273674999
743,No,35-40,37,3_Medical,3,Medical,Rarely,2,Research Scientist,Research & Development,0,0,3,4285,17,3031,674,47,13,2.4,1,3,4,1,3,2,Male,Married,0,1,0,10,10+,10,1,3,8,7,Y,80,1,1543,0.189287341
744,No,<25,23,1_Medical,1,Medical,Rarely,1,Laboratory Technician,Research & Development,0,0,3,3295,13,12862,160,51,4,2.4,3,3,2,3,1,3,Female,Single,0,1,0,3,3-5,3,1,1,2,2,Y,80,1,1735,0.190682041
745,No,25-30,25,2_Other,2,Other,Rarely,2,Sales Executive,Sales,1,1,4,4907,22,13684,1382,85,8,2.2,1,3,3,2,2,3,Female,Divorced,1,0,1,6,5-8,5,0,0,3,4,Y,80,1,2018,0.821708751
746,No,<25,24,2_Technical Degree,2,Technical Degree,Rarely,1,Laboratory Technician,Research & Development,3,0,3,2296,14,10036,350,57,21,2.2,3,2,1,2,3,3,Male,Divorced,1,0,1,2,1-3,1,0,0,1,0,Y,80,1,1551,0.192492506
747,Yes,25-30,29,3_Human Resources,3,Human Resources,Rarely,1,Human Resources,Human Resources,3,1,3,2335,15,3157,350,56,13,2.2,1,2,1,4,3,3,Male,Divorced,1,4,2,4,1-3,2,1,2,2,0,Y,80,1,1844,0.729694184
748,No,30-35,34,3_Medical,3,Medical,Frequently,2,Healthcare Representative,Research & Development,0,0,4,5343,20,25755,669,97,1,2.6,4,2,1,3,3,3,Male,Single,1,0,1,14,10+,13,0,4,9,9,Y,80,1,1184,0.196646568
749,No,<25,24,1_Medical,1,Medical,Rarely,1,Laboratory Technician,Research & Development,3,0,3,3907,13,3622,506,91,29,2.4,2,3,1,2,4,2,Male,Divorced,0,1,0,6,5-8,6,1,1,2,2,Y,80,1,1725,0.197124478
750,No,30-35,33,3_Life Sciences,3,Life Sciences,Rarely,1,Research Scientist,Research & Development,0,0,3,2500,14,10515,134,90,2,3,3,3,4,1,4,2,Male,Single,1,0,1,4,3-5,3,0,0,1,2,Y,80,1,242,0.762044441
751,Yes,<25,20,3_Marketing,3,Marketing,Frequently,1,Sales Representative,Sales,0,1,3,2323,14,17205,769,54,9,3.2,4,3,4,2,3,3,Female,Single,0,1,0,2,1-3,2,0,0,2,2,Y,80,1,1077,0.202690943
752,Yes,30-35,31,3_Life Sciences,3,Life Sciences,Frequently,1,Sales Representative,Sales,0,1,3,2302,11,8319,1060,54,1,2.8,4,3,2,1,4,2,Female,Single,0,1,0,3,3-5,3,1,2,2,2,Y,80,1,1331,0.202693734
753,No,50+,50,5_Medical,5,Medical,Frequently,4,Healthcare Representative,Research & Development,1,1,3,11245,15,20689,1234,41,20,2.8,2,3,3,3,3,3,Male,Married,1,2,2,32,10+,30,0,12,8,13,Y,80,1,1606,0.932066504
754,Yes,45-50,46,3_Life Sciences,3,Life Sciences,Rarely,3,Sales Executive,Sales,3,0,4,7314,21,14011,1254,64,10,2.8,3,3,2,3,3,2,Female,Married,1,5,6,14,8-10,8,0,0,7,7,Y,80,1,1869,0.203834274
755,No,50+,54,4_Technical Degree,4,Technical Degree,Rarely,3,Research Director,Research & Development,1,0,3,13549,12,24001,1217,60,2,1.8,1,3,3,1,1,5,Female,Married,1,9,12,16,3-5,4,0,0,3,3,Y,80,1,126,0.208423109
756,No,40-45,44,3_Medical,3,Medical,0ne,1,Laboratory Technician,Research & Development,0,0,3,3708,14,2104,381,49,24,2.2,1,1,3,3,3,5,Male,Single,1,2,4,9,5-8,5,1,1,2,4,Y,80,1,744,0.765027298
757,No,35-40,35,1_Life Sciences,1,Life Sciences,Rarely,2,Healthcare Representative,Research & Development,1,1,4,4014,25,19170,1137,51,21,3.2,4,3,4,4,1,2,Female,Married,0,1,0,10,10+,10,0,0,6,7,Y,80,1,942,0.212901498
